VF GID,VF CID
VFG012812,VFC0086
VFG012817,VFC0086
VFG012822,VFC0086
VFG012825,VFC0086
VFG012833,VFC0086
VFG012838,VFC0086
VFG012841,VFC0086
VFG012861,VFC0086
VFG012863,VFC0086
VFG012864,VFC0086
VFG012867,VFC0086
VFG013063,VFC0272
VFG013064,VFC0272
VFG013065,VFC0272
VFG013067,VFC0272
VFG013068,VFC0272
VFG013069,VFC0272
VFG013070,VFC0272
VFG041905,VFC0086
VFG042215,VFC0086
VFG042325,VFC0086
VFG049898,VFC0086
VFG049899,VFC0086
VFG049902,VFC0086
VFG049903,VFC0086
VFG049905,VFC0086
VFG049908,VFC0086
VFG049909,VFC0086
VFG049910,VFC0086
VFG049911,VFC0086
VFG049914,VFC0086
VFG049915,VFC0086
VFG049916,VFC0086
VFG049917,VFC0086
VFG001273,VFC0235
VFG001274,VFC0235
VFG001275,VFC0235
VFG001276,VFC0235
VFG001277,VFC0235
VFG001278,VFC0001
VFG001279,VFC0001
VFG001280,VFC0001
VFG001281,VFC0001
VFG001282,VFC0001
VFG001283,VFC0001
VFG001284,VFC0271
VFG001285,VFC0271
VFG001286,VFC0271
VFG001287,VFC0271
VFG001288,VFC0271
VFG001289,VFC0001
VFG001290,VFC0001
VFG001291,VFC0001
VFG001292,VFC0235
VFG001293,VFC0235
VFG001294,VFC0251
VFG001295,VFC0251
VFG001296,VFC0251
VFG001298,VFC0258
VFG001299,VFC0258
VFG001300,VFC0258
VFG001301,VFC0258
VFG001302,VFC0258
VFG001303,VFC0258
VFG001304,VFC0258
VFG001305,VFC0258
VFG001306,VFC0258
VFG001307,VFC0258
VFG001308,VFC0258
VFG001309,VFC0258
VFG001310,VFC0258
VFG001311,VFC0258
VFG001312,VFC0258
VFG001313,VFC0235
VFG001314,VFC0251
VFG001315,VFC0251
VFG001316,VFC0251
VFG001317,VFC0272
VFG001318,VFC0272
VFG001319,VFC0272
VFG001321,VFC0272
VFG001324,VFC0272
VFG001325,VFC0235
VFG001326,VFC0235
VFG001327,VFC0235
VFG001328,VFC0251
VFG001798,VFC0235
VFG001800,VFC0251
VFG001801,VFC0251
VFG001802,VFC0235
VFG001803,VFC0235
VFG001809,VFC0235
VFG002404,VFC0086
VFG002405,VFC0086
VFG002406,VFC0086
VFG002407,VFC0086
VFG002408,VFC0086
VFG002409,VFC0086
VFG002410,VFC0086
VFG002411,VFC0086
VFG002418,VFC0251
VFG002419,VFC0251
VFG002420,VFC0258
VFG002421,VFC0258
VFG002422,VFC0258
VFG004566,VFC0001
VFG004773,VFC0251
VFG004903,VFC0235
VFG004906,VFC0235
VFG004909,VFC0235
VFG004912,VFC0235
VFG004915,VFC0235
VFG004917,VFC0235
VFG004920,VFC0235
VFG004922,VFC0235
VFG004925,VFC0235
VFG004928,VFC0235
VFG004931,VFC0235
VFG004991,VFC0235
VFG005009,VFC0235
VFG044266,VFC0272
VFG044268,VFC0272
VFG044269,VFC0272
VFG044442,VFC0272
VFG044443,VFC0272
VFG049701,VFC0086
VFG049714,VFC0086
VFG049727,VFC0086
VFG049739,VFC0086
VFG049753,VFC0086
VFG049767,VFC0086
VFG049780,VFC0086
VFG049793,VFC0086
VFG049805,VFC0086
VFG049814,VFC0086
VFG049820,VFC0086
VFG049826,VFC0086
VFG049876,VFC0258
VFG000952,VFC0235
VFG000960,VFC0346
VFG000961,VFC0258
VFG000962,VFC0258
VFG000963,VFC0258
VFG000964,VFC0258
VFG000968,VFC0258
VFG000969,VFC0251
VFG000970,VFC0251
VFG000971,VFC0251
VFG000972,VFC0258
VFG000973,VFC0251
VFG000974,VFC0001
VFG000975,VFC0251
VFG000976,VFC0235
VFG000977,VFC0235
VFG000978,VFC0235
VFG000979,VFC0235
VFG000980,VFC0235
VFG000981,VFC0235
VFG000982,VFC0235
VFG001353,VFC0001
VFG001354,VFC0001
VFG001355,VFC0251
VFG001357,VFC0001
VFG001358,VFC0251
VFG001359,VFC0272
VFG001360,VFC0251
VFG001361,VFC0258
VFG001362,VFC0258
VFG001363,VFC0235
VFG001364,VFC0251
VFG001365,VFC0258
VFG001366,VFC0258
VFG001367,VFC0258
VFG001368,VFC0258
VFG001369,VFC0258
VFG001370,VFC0258
VFG001371,VFC0258
VFG001372,VFC0258
VFG001373,VFC0258
VFG001374,VFC0258
VFG001375,VFC0258
VFG001376,VFC0258
VFG001795,VFC0258
VFG001796,VFC0001
VFG001797,VFC0001
VFG005163,VFC0001
VFG005168,VFC0001
VFG005173,VFC0001
VFG005185,VFC0001
VFG005197,VFC0001
VFG005201,VFC0001
VFG005206,VFC0001
VFG005215,VFC0001
VFG005230,VFC0001
VFG005277,VFC0001
VFG005280,VFC0001
VFG005283,VFC0001
VFG005286,VFC0001
VFG005289,VFC0001
VFG005291,VFC0001
VFG005293,VFC0001
VFG005295,VFC0001
VFG005297,VFC0001
VFG005299,VFC0001
VFG005301,VFC0001
VFG005303,VFC0001
VFG005305,VFC0001
VFG005307,VFC0001
VFG005308,VFC0001
VFG005310,VFC0001
VFG005361,VFC0001
VFG005486,VFC0258
VFG005584,VFC0251
VFG005586,VFC0251
VFG005757,VFC0235
VFG005760,VFC0235
VFG005763,VFC0235
VFG005766,VFC0235
VFG005769,VFC0235
VFG005772,VFC0235
VFG005775,VFC0235
VFG005778,VFC0235
VFG005781,VFC0235
VFG005784,VFC0235
VFG005787,VFC0235
VFG005790,VFC0235
VFG005793,VFC0235
VFG005800,VFC0083
VFG005834,VFC0258
VFG005858,VFC0258
VFG005882,VFC0258
VFG005894,VFC0258
VFG005906,VFC0258
VFG005918,VFC0258
VFG005930,VFC0258
VFG005942,VFC0258
VFG005954,VFC0258
VFG005957,VFC0258
VFG005966,VFC0258
VFG005969,VFC0258
VFG005978,VFC0258
VFG005981,VFC0258
VFG005990,VFC0258
VFG006002,VFC0258
VFG006013,VFC0258
VFG006024,VFC0258
VFG006034,VFC0258
VFG042967,VFC0001
VFG042968,VFC0001
VFG042969,VFC0001
VFG042970,VFC0001
VFG042972,VFC0001
VFG042973,VFC0001
VFG042974,VFC0001
VFG043465,VFC0001
VFG043504,VFC0001
VFG000088,VFC0001
VFG000089,VFC0001
VFG000090,VFC0001
VFG000091,VFC0001
VFG000092,VFC0001
VFG000093,VFC0001
VFG000094,VFC0001
VFG000095,VFC0001
VFG000096,VFC0001
VFG000097,VFC0001
VFG000098,VFC0001
VFG000099,VFC0001
VFG000100,VFC0001
VFG000101,VFC0001
VFG000102,VFC0001
VFG000103,VFC0346
VFG000104,VFC0346
VFG000105,VFC0346
VFG000106,VFC0346
VFG000107,VFC0235
VFG000108,VFC0235
VFG000109,VFC0235
VFG000110,VFC0235
VFG000983,VFC0235
VFG001117,VFC0251
VFG002078,VFC0086
VFG002079,VFC0086
VFG002080,VFC0086
VFG002081,VFC0086
VFG002082,VFC0086
VFG002083,VFC0086
VFG002084,VFC0086
VFG002085,VFC0086
VFG002086,VFC0086
VFG002087,VFC0086
VFG002088,VFC0086
VFG002089,VFC0086
VFG002090,VFC0086
VFG002091,VFC0086
VFG002092,VFC0086
VFG002093,VFC0086
VFG002094,VFC0086
VFG006896,VFC0001
VFG006902,VFC0001
VFG006908,VFC0001
VFG006914,VFC0001
VFG006920,VFC0001
VFG006926,VFC0001
VFG006932,VFC0001
VFG006938,VFC0001
VFG006944,VFC0001
VFG006950,VFC0001
VFG006956,VFC0001
VFG006962,VFC0001
VFG006968,VFC0001
VFG006974,VFC0001
VFG006980,VFC0001
VFG006986,VFC0001
VFG006992,VFC0001
VFG006998,VFC0001
VFG007020,VFC0235
VFG007023,VFC0235
VFG007027,VFC0235
VFG007031,VFC0235
VFG007032,VFC0235
VFG007035,VFC0235
VFG007038,VFC0235
VFG007041,VFC0235
VFG007043,VFC0086
VFG007049,VFC0086
VFG007055,VFC0086
VFG007061,VFC0086
VFG007067,VFC0086
VFG007073,VFC0086
VFG007079,VFC0086
VFG007085,VFC0086
VFG007091,VFC0086
VFG007097,VFC0086
VFG007103,VFC0086
VFG007109,VFC0086
VFG007136,VFC0086
VFG007140,VFC0086
VFG007142,VFC0086
VFG007146,VFC0086
VFG007147,VFC0086
VFG007148,VFC0086
VFG007149,VFC0086
VFG007150,VFC0086
VFG007151,VFC0086
VFG007152,VFC0086
VFG007153,VFC0086
VFG007154,VFC0086
VFG007155,VFC0086
VFG007156,VFC0086
VFG007157,VFC0086
VFG007158,VFC0086
VFG007159,VFC0086
VFG007160,VFC0086
VFG007161,VFC0086
VFG007162,VFC0086
VFG007163,VFC0086
VFG007164,VFC0086
VFG007165,VFC0086
VFG007166,VFC0086
VFG007167,VFC0086
VFG007168,VFC0086
VFG007169,VFC0086
VFG007170,VFC0086
VFG007171,VFC0086
VFG007172,VFC0086
VFG007173,VFC0086
VFG007174,VFC0086
VFG007175,VFC0086
VFG007176,VFC0086
VFG007177,VFC0086
VFG007178,VFC0086
VFG007179,VFC0086
VFG007180,VFC0086
VFG007181,VFC0086
VFG007182,VFC0086
VFG007183,VFC0086
VFG007184,VFC0086
VFG007185,VFC0086
VFG007186,VFC0086
VFG007187,VFC0086
VFG007188,VFC0086
VFG007189,VFC0086
VFG007190,VFC0086
VFG007191,VFC0086
VFG007192,VFC0086
VFG007193,VFC0086
VFG007194,VFC0086
VFG007195,VFC0086
VFG007280,VFC0251
VFG007286,VFC0204
VFG007292,VFC0204
VFG007298,VFC0204
VFG007304,VFC0204
VFG007310,VFC0204
VFG007316,VFC0204
VFG007322,VFC0204
VFG007328,VFC0204
VFG007334,VFC0204
VFG007340,VFC0204
VFG007346,VFC0204
VFG007352,VFC0204
VFG007358,VFC0204
VFG007364,VFC0204
VFG007370,VFC0204
VFG007376,VFC0204
VFG007382,VFC0204
VFG007388,VFC0204
VFG007394,VFC0204
VFG007400,VFC0204
VFG007406,VFC0204
VFG007412,VFC0204
VFG007418,VFC0204
VFG007424,VFC0204
VFG007430,VFC0204
VFG007436,VFC0204
VFG007442,VFC0204
VFG007448,VFC0204
VFG007454,VFC0204
VFG007460,VFC0204
VFG007466,VFC0204
VFG007472,VFC0204
VFG007478,VFC0204
VFG007484,VFC0204
VFG007490,VFC0204
VFG007496,VFC0204
VFG007502,VFC0204
VFG007508,VFC0204
VFG007514,VFC0204
VFG007520,VFC0204
VFG007526,VFC0204
VFG007532,VFC0204
VFG007538,VFC0204
VFG007544,VFC0204
VFG007550,VFC0204
VFG007556,VFC0204
VFG007562,VFC0204
VFG007568,VFC0204
VFG007574,VFC0204
VFG007580,VFC0204
VFG007586,VFC0204
VFG007592,VFC0204
VFG007598,VFC0204
VFG007604,VFC0204
VFG007610,VFC0204
VFG007616,VFC0204
VFG018238,VFC0271
VFG018241,VFC0271
VFG018679,VFC0086
VFG018680,VFC0086
VFG018681,VFC0086
VFG018682,VFC0086
VFG040944,VFC0086
VFG040945,VFC0086
VFG041906,VFC0086
VFG041907,VFC0086
VFG041908,VFC0086
VFG041909,VFC0086
VFG041910,VFC0086
VFG041911,VFC0086
VFG041912,VFC0086
VFG043121,VFC0204
VFG043122,VFC0204
VFG043123,VFC0204
VFG043487,VFC0001
VFG043577,VFC0001
VFG043629,VFC0001
VFG043630,VFC0001
VFG043631,VFC0001
VFG043632,VFC0001
VFG043633,VFC0001
VFG043634,VFC0001
VFG043635,VFC0001
VFG043636,VFC0001
VFG043637,VFC0001
VFG043638,VFC0001
VFG043639,VFC0001
VFG043640,VFC0001
VFG043673,VFC0235
VFG044044,VFC0235
VFG044465,VFC0086
VFG044466,VFC0086
VFG044467,VFC0086
VFG044468,VFC0086
VFG044469,VFC0086
VFG044470,VFC0086
VFG045345,VFC0001
VFG045346,VFC0001
VFG049918,VFC0001
VFG050274,VFC0271
VFG050275,VFC0271
VFG050276,VFC0271
VFG050277,VFC0271
VFG050278,VFC0271
VFG050279,VFC0271
VFG050280,VFC0271
VFG050281,VFC0271
VFG050282,VFC0271
VFG050283,VFC0271
VFG050284,VFC0271
VFG050285,VFC0271
VFG050286,VFC0271
VFG050287,VFC0271
VFG052341,VFC0235
VFG052342,VFC0235
VFG000349,VFC0001
VFG000350,VFC0001
VFG000351,VFC0001
VFG000352,VFC0001
VFG000353,VFC0001
VFG000354,VFC0083
VFG000358,VFC0272
VFG000359,VFC0272
VFG000360,VFC0272
VFG000361,VFC0272
VFG000362,VFC0272
VFG000363,VFC0272
VFG000364,VFC0272
VFG000365,VFC0272
VFG000366,VFC0272
VFG000367,VFC0272
VFG000368,VFC0272
VFG000372,VFC0086
VFG000373,VFC0086
VFG000374,VFC0086
VFG000375,VFC0086
VFG000376,VFC0086
VFG000377,VFC0086
VFG000378,VFC0086
VFG000379,VFC0086
VFG000380,VFC0086
VFG000381,VFC0086
VFG000382,VFC0086
VFG000383,VFC0086
VFG000384,VFC0086
VFG000385,VFC0086
VFG000386,VFC0086
VFG000387,VFC0086
VFG000388,VFC0086
VFG000389,VFC0086
VFG000390,VFC0086
VFG000391,VFC0086
VFG000392,VFC0086
VFG000393,VFC0086
VFG000394,VFC0086
VFG000395,VFC0086
VFG000396,VFC0086
VFG000397,VFC0086
VFG000398,VFC0086
VFG000399,VFC0086
VFG000400,VFC0086
VFG000401,VFC0086
VFG000402,VFC0086
VFG000403,VFC0086
VFG000404,VFC0086
VFG000405,VFC0086
VFG000406,VFC0086
VFG000407,VFC0086
VFG000408,VFC0086
VFG000409,VFC0086
VFG000410,VFC0086
VFG000411,VFC0086
VFG000412,VFC0086
VFG000413,VFC0086
VFG000414,VFC0086
VFG000415,VFC0086
VFG000416,VFC0086
VFG000417,VFC0251
VFG000418,VFC0258
VFG000419,VFC0258
VFG000420,VFC0258
VFG000421,VFC0258
VFG000422,VFC0235
VFG002155,VFC0235
VFG002156,VFC0235
VFG002318,VFC0204
VFG002319,VFC0204
VFG002320,VFC0204
VFG002321,VFC0204
VFG002322,VFC0204
VFG002323,VFC0204
VFG002324,VFC0204
VFG002325,VFC0204
VFG002326,VFC0204
VFG002327,VFC0204
VFG002328,VFC0204
VFG002329,VFC0204
VFG002330,VFC0204
VFG002331,VFC0204
VFG002332,VFC0204
VFG002333,VFC0204
VFG002334,VFC0204
VFG002335,VFC0204
VFG002336,VFC0204
VFG002337,VFC0204
VFG002338,VFC0204
VFG002339,VFC0204
VFG002340,VFC0204
VFG002341,VFC0204
VFG002342,VFC0204
VFG002343,VFC0204
VFG002344,VFC0204
VFG002345,VFC0204
VFG002346,VFC0204
VFG002347,VFC0204
VFG002348,VFC0204
VFG002349,VFC0204
VFG002350,VFC0204
VFG002351,VFC0204
VFG002352,VFC0204
VFG002353,VFC0204
VFG002354,VFC0204
VFG002355,VFC0204
VFG002356,VFC0204
VFG002357,VFC0204
VFG002358,VFC0204
VFG002359,VFC0204
VFG002360,VFC0258
VFG002361,VFC0258
VFG002362,VFC0258
VFG002363,VFC0258
VFG002364,VFC0258
VFG002365,VFC0258
VFG002366,VFC0258
VFG002367,VFC0258
VFG002368,VFC0258
VFG002369,VFC0258
VFG002370,VFC0258
VFG002371,VFC0258
VFG002372,VFC0258
VFG002373,VFC0258
VFG002374,VFC0258
VFG002375,VFC0258
VFG002376,VFC0258
VFG002377,VFC0258
VFG003454,VFC0086
VFG003496,VFC0083
VFG003510,VFC0086
VFG003511,VFC0086
VFG003512,VFC0086
VFG003513,VFC0086
VFG003514,VFC0086
VFG003515,VFC0086
VFG003516,VFC0086
VFG003517,VFC0086
VFG003518,VFC0086
VFG003519,VFC0086
VFG003520,VFC0086
VFG003521,VFC0086
VFG003522,VFC0086
VFG003523,VFC0086
VFG003524,VFC0086
VFG003525,VFC0086
VFG003526,VFC0086
VFG003527,VFC0086
VFG003528,VFC0086
VFG003529,VFC0086
VFG003530,VFC0086
VFG003531,VFC0086
VFG003532,VFC0086
VFG003533,VFC0086
VFG003534,VFC0086
VFG003535,VFC0086
VFG003536,VFC0086
VFG003537,VFC0086
VFG003538,VFC0086
VFG003539,VFC0086
VFG003540,VFC0086
VFG003559,VFC0086
VFG003560,VFC0086
VFG003561,VFC0086
VFG003562,VFC0086
VFG003563,VFC0086
VFG003564,VFC0086
VFG003565,VFC0086
VFG003566,VFC0086
VFG003567,VFC0086
VFG003568,VFC0086
VFG003569,VFC0086
VFG003570,VFC0086
VFG003571,VFC0086
VFG003624,VFC0235
VFG013561,VFC0001
VFG013647,VFC0083
VFG013648,VFC0083
VFG013649,VFC0001
VFG013650,VFC0001
VFG013651,VFC0001
VFG013652,VFC0001
VFG013653,VFC0001
VFG013654,VFC0001
VFG013655,VFC0001
VFG013656,VFC0001
VFG013657,VFC0001
VFG013658,VFC0001
VFG013659,VFC0001
VFG013660,VFC0001
VFG013661,VFC0001
VFG013662,VFC0001
VFG013663,VFC0001
VFG017841,VFC0001
VFG017842,VFC0001
VFG017843,VFC0001
VFG017844,VFC0001
VFG017845,VFC0001
VFG017846,VFC0001
VFG017847,VFC0001
VFG017848,VFC0001
VFG017849,VFC0001
VFG017850,VFC0001
VFG017851,VFC0001
VFG017852,VFC0001
VFG017853,VFC0001
VFG017854,VFC0001
VFG017885,VFC0235
VFG019014,VFC0235
VFG041725,VFC0086
VFG041726,VFC0086
VFG041727,VFC0086
VFG041728,VFC0086
VFG041729,VFC0086
VFG041730,VFC0086
VFG041731,VFC0086
VFG041732,VFC0086
VFG042311,VFC0001
VFG042312,VFC0001
VFG043205,VFC0204
VFG043206,VFC0204
VFG043207,VFC0204
VFG043208,VFC0204
VFG043209,VFC0204
VFG043210,VFC0204
VFG043211,VFC0204
VFG043212,VFC0204
VFG043213,VFC0204
VFG045342,VFC0001
VFG045343,VFC0001
VFG045344,VFC0001
VFG045347,VFC0235
VFG045348,VFC0235
VFG048215,VFC0083
